Zipcode,City,State,Lat,Long
37682,MILLIGAN,TN,36.26,-82.29
38053,MILLINGTON,TN,35.33,-89.88
38053,BARRETVILLE,TN,35.33,-89.88
38053,CLOVERDALE,TN,35.33,-89.88
38053,CUBA,TN,35.33,-89.88
38053,DIXONVILLE,TN,35.33,-89.88
38053,EAST ACRES,TN,35.33,-89.88
38053,KERRVILLE,TN,35.33,-89.88
38053,LOCKE,TN,35.33,-89.88
38053,LUCY,TN,35.33,-89.88
38053,QUITO,TN,35.33,-89.88
38053,ROSEMARK,TN,35.33,-89.88
38053,WILKINSVILLE,TN,35.33,-89.88
38053,WOODSTOCK,TN,35.33,-89.88
38054,MILLINGTON,TN,35.33,-89.88
38054,NAVAL HOSPITAL,TN,35.33,-89.88
38055,MILLINGTON,TN,35.33,-89.88
38055,NAVAL PERSONEL COMMND,TN,35.33,-89.88
38083,MILLINGTON,TN,35.33,-89.88
38083,MILLINGTN,TN,35.33,-89.88
37118,MILTON,TN,35.92,-86.17
38473,MINOR HILL,TN,35.03,-87.17
37119,MITCHELLVILLE,TN,36.63,-86.53
37810,MOHAWK,TN,36.19,-83.05
38573,MONROE,TN,36.45,-85.2
37356,MONTEAGLE,TN,35.24,-85.84
38574,MONTEREY,TN,36.13,-85.24
37811,MOORESBURG,TN,36.34,-83.22
38361,MORRIS CHAPEL,TN,35.31,-88.35
37357,MORRISON,TN,35.6,-85.91
37778,LOWLAND,TN,36.15,-83.2
37778,MORRISTOWN,TN,36.15,-83.2
37813,MORRISTOWN,TN,36.21,-83.29
37814,MORRISTOWN,TN,36.21,-83.29
37815,MORRISTOWN,TN,36.21,-83.29
37816,MORRISTOWN,TN,36.21,-83.29
38057,MOSCOW,TN,35.06,-89.39
38057,WILLISTON,TN,35.06,-89.39
37809,MIDWAY,TN,36.28,-82.42
37818,MOSHEIM,TN,36.19,-82.95
38575,MOSS,TN,36.59,-85.68
37680,LAUREL BLOOMERY,TN,36.55,-81.76
37680,LAUREL BLMRY,TN,36.55,-81.76
37683,MOUNTAIN CITY,TN,36.47,-81.8
37684,MOUNTAIN HOME,TN,36.3,-82.36
37684,MTN HOME,TN,36.3,-82.36
37121,MOUNT JULIET,TN,36.2,-86.52
37121,MT JULIET,TN,36.2,-86.52
37122,MOUNT JULIET,TN,36.2,-86.52
38474,MOUNT PLEASANT,TN,35.55,-87.19
38474,MT PLEASANT,TN,35.55,-87.19
37359,MULBERRY,TN,35.18,-86.41
38058,MUNFORD,TN,35.44,-89.8
37127,MURFREESBORO,TN,35.85,-86.39
37127,MBORO,TN,35.85,-86.39
37127,MURFREESBR,TN,35.85,-86.39
37128,MURFREESBORO,TN,35.85,-86.39
37128,MBORO,TN,35.85,-86.39
37128,MURFREESBR,TN,35.85,-86.39
37129,MURFREESBORO,TN,35.85,-86.39
37129,MBORO,TN,35.85,-86.39
37129,MURFREESBR,TN,35.85,-86.39
37130,MURFREESBORO,TN,35.85,-86.39
37130,MBORO,TN,35.85,-86.39
37130,MURFREESBR,TN,35.85,-86.39
37131,MURFREESBORO,TN,35.85,-86.39
37131,MBORO,TN,35.85,-86.39
37131,MURFREESBR,TN,35.85,-86.39
37131,STATE FARM INS CO,TN,35.85,-86.39
37132,MURFREESBORO,TN,35.85,-86.39
37132,MBORO,TN,35.85,-86.39
37132,MIDDLE TENN STATE UNIV,TN,35.85,-86.39
37132,MURFREESBR,TN,35.85,-86.39
37133,MURFREESBORO,TN,35.85,-86.39
37133,MBORO,TN,35.85,-86.39
37133,MURFREESBR,TN,35.85,-86.39
37201,NASHVILLE,TN,36.17,-86.78
37202,NASHVILLE,TN,36.17,-86.78
37203,NASHVILLE,TN,36.17,-86.78
37204,NASHVILLE,TN,36.17,-86.78
37204,BERRY HILL,TN,36.17,-86.78
37204,MELROSE,TN,36.17,-86.78
37205,NASHVILLE,TN,36.17,-86.78
37206,NASHVILLE,TN,36.17,-86.78
37207,NASHVILLE,TN,36.17,-86.78
37207,NORTHEAST,TN,36.17,-86.78
37208,NASHVILLE,TN,36.17,-86.78
37209,NASHVILLE,TN,36.17,-86.78
37210,NASHVILLE,TN,36.17,-86.78
37211,NASHVILLE,TN,36.17,-86.78
37211,WOODBINE,TN,36.17,-86.78
37212,NASHVILLE,TN,36.17,-86.78
37213,NASHVILLE,TN,36.17,-86.78
37214,NASHVILLE,TN,36.17,-86.78
37214,DONELSON,TN,36.17,-86.78
37215,NASHVILLE,TN,36.17,-86.78
37215,FOREST HILLS,TN,36.17,-86.78
37216,NASHVILLE,TN,36.17,-86.78
37216,JERE BAXTER,TN,36.17,-86.78
37217,NASHVILLE,TN,36.17,-86.78
37218,NASHVILLE,TN,36.17,-86.78
37219,NASHVILLE,TN,36.17,-86.78
37219,NASHVLE,TN,36.17,-86.78
37220,NASHVILLE,TN,36.17,-86.78
37220,OAK HILL,TN,36.17,-86.78
37220,FOREST HILLS,TN,36.17,-86.78
37220,MELROSE,TN,36.17,-86.78
37221,NASHVILLE,TN,36.17,-86.78
37221,BELLEVUE,TN,36.17,-86.78
37222,NASHVILLE,TN,36.17,-86.78
37224,NASHVILLE,TN,36.17,-86.78
37224,NASHVL,TN,36.17,-86.78
37224,NASHVLE,TN,36.17,-86.78
37227,NASHVILLE,TN,36.17,-86.78
37227,NASHVL,TN,36.17,-86.78
37227,NASHVLE,TN,36.17,-86.78
37228,NASHVILLE,TN,36.17,-86.78
37229,NASHVILLE,TN,36.17,-86.78
37230,NASHVILLE,TN,36.17,-86.78
37232,NASHVILLE,TN,36.17,-86.78
37232,VANDERBILT HOSPITAL,TN,36.17,-86.78
37234,NASHVILLE,TN,36.17,-86.78
37234,LIFEWAY CHRISTIAN RESOURCES,TN,36.17,-86.78
37235,NASHVILLE,TN,36.17,-86.78
37235,VANDERBILT UNIVERSITY STA B,TN,36.17,-86.78
37236,NASHVILLE,TN,36.17,-86.78
37236,BAPTIST HOSPITAL,TN,36.17,-86.78
37238,NASHVILLE,TN,36.17,-86.78
37240,NASHVILLE,TN,36.17,-86.78
37240,VANDERBILT UNIVERSITY,TN,36.17,-86.78
37241,NASHVILLE,TN,36.17,-86.78
37241,REGIONS BANK,TN,36.17,-86.78
37242,NASHVILLE,TN,36.17,-86.78
37242,TN DEPT OF REVENUE,TN,36.17,-86.78
37243,NASHVILLE,TN,36.17,-86.78
37243,NASHVL,TN,36.17,-86.78
37243,NASHVLE,TN,36.17,-86.78
37243,STATE POSTAL,TN,36.17,-86.78
37244,NASHVILLE,TN,36.17,-86.78
37246,NASHVILLE,TN,36.17,-86.78
37246,NASHVILLE ELEC SERV,TN,36.17,-86.78
37250,NASHVILLE,TN,36.17,-86.78
37250,AMERICAN GENERAL,TN,36.17,-86.78
37250,SUNTRUST BANK,TN,36.17,-86.78
38059,NEWBERN,TN,36.11,-89.26
37134,NEW JOHNSONVILLE,TN,36.01,-87.95
37134,DENVER,TN,36.01,-87.95
37134,NEW JOHSONVLE,TN,36.01,-87.95
37820,NEW MARKET,TN,36.09,-83.55
37821,NEWPORT,TN,35.96,-83.19
37822,NEWPORT,TN,35.96,-83.19
37773,LONE MOUNTAIN,TN,36.38,-83.58
37824,NEW TAZEWELL,TN,36.43,-83.6
37825,NEW TAZEWELL,TN,36.43,-83.6
37826,NIOTA,TN,35.51,-84.54
37135,NOLENSVILLE,TN,35.94,-86.64
37136,NORENE,TN,36.11,-86.29
37360,NORMANDY,TN,35.45,-86.25
37828,NORRIS,TN,36.21,-84.06
37137,NUNNELLY,TN,35.89,-87.52
37829,OAKDALE,TN,35.98,-84.55
38362,OAKFIELD,TN,35.75,-88.79
38048,MACON,TN,35.17,-89.54
38060,OAKLAND,TN,35.22,-89.51
38060,SOMERVILLE,TN,35.22,-89.51
37830,OAK RIDGE,TN,35.96,-84.29
37831,OAK RIDGE,TN,35.96,-84.29
38240,OBION,TN,36.26,-89.19
37361,OCOEE,TN,35.1,-84.7
37316,CONASAUGA,TN,35,-84.73
37316,OLD FORT,TN,35,-84.73
37362,OLD FORT,TN,35.04,-84.64
37138,OLD HICKORY,TN,36.22,-86.61
37138,LAKEWOOD,TN,36.22,-86.61
38475,OLIVEHILL,TN,35.26,-88.04
37840,OLIVER SPRINGS,TN,36.03,-84.32
37840,OLIVER SPGS,TN,36.03,-84.32
37841,ONEIDA,TN,36.5,-84.51
37140,ONLY,TN,35.87,-87.65
37363,OOLTEWAH,TN,35.06,-85.09
37363,COLLEGE DALE,TN,35.06,-85.09
37141,ORLINDA,TN,36.6,-86.67
38577,PALL MALL,TN,36.56,-84.95
37365,PALMER,TN,35.35,-85.56
38241,PALMERSVILLE,TN,36.41,-88.58
37142,PALMYRA,TN,36.41,-87.5
38242,PARIS,TN,36.3,-88.3
37843,PARROTTSVILLE,TN,36,-83.09
38328,DARDEN,TN,35.63,-88.23
38363,PARSONS,TN,35.65,-88.12
37143,PEGRAM,TN,36.1,-87.05
37366,PELHAM,TN,35.32,-85.78
37144,PETERSBURG,TN,35.31,-86.63
37845,PETROS,TN,36.09,-84.44
37846,PHILADELPHIA,TN,35.67,-84.4
38365,PICKWICK DAM,TN,35.05,-88.25
37367,PIKEVILLE,TN,35.6,-85.19
37686,PINEY FLATS,TN,36.44,-82.34
37699,PINEY FLATS,TN,36.44,-82.34
37699,HOME SHOPPING NETWORK,TN,36.44,-82.34
38366,PINSON,TN,35.47,-88.73
37847,PIONEER,TN,36.46,-84.29
38578,PLEASANT HILL,TN,35.97,-85.19
37145,PLEASANT SHADE,TN,36.35,-85.9
37145,PLEASANT SHDE,TN,36.35,-85.9
37146,PLEASANT VIEW,TN,36.37,-87.04
38061,POCAHONTAS,TN,35.05,-88.81
38061,ESSARY SPRINGS,TN,35.05,-88.81
37148,PORTLAND,TN,36.58,-86.51
37849,POWELL,TN,36.03,-84.02
38477,PROSPECT,TN,35.05,-87
38478,PULASKI,TN,35.19,-87.03
38251,PURYEAR,TN,36.44,-88.33
38579,QUEBECK,TN,35.83,-85.54
38367,RAMER,TN,35.07,-88.61
38367,EASTVIEW,TN,35.07,-88.61
37149,READYVILLE,TN,35.8,-86.19
38368,REAGAN,TN,35.51,-88.35
37150,RED BOILING SPRINGS,TN,36.53,-85.85
37150,RED BLNG SPGS,TN,36.53,-85.85
37370,RICEVILLE,TN,35.38,-84.69
38580,RICKMAN,TN,36.3,-85.38
37151,RIDDLETON,TN,36.34,-86.03
38080,RIDGELY,TN,36.26,-89.48
38080,MISTON,TN,36.26,-89.48
37152,RIDGETOP,TN,36.39,-86.77
38063,RIPLEY,TN,35.74,-89.53
38253,RIVES,TN,36.35,-89.04
37687,ROAN MOUNTAIN,TN,36.18,-82.07
37852,ROBBINS,TN,36.32,-84.57
37852,GLEN MARY,TN,36.32,-84.57
37853,ROCKFORD,TN,35.82,-83.93
38581,ROCK ISLAND,TN,35.71,-85.6
38581,BONE CAVE,TN,35.71,-85.6
37153,ROCKVALE,TN,35.75,-86.55
37854,ROCKWOOD,TN,35.87,-84.67
37854,OZONE,TN,35.87,-84.67
37854,WESTEL,TN,35.87,-84.67
37857,ROGERSVILLE,TN,36.4,-83
38066,ROSSVILLE,TN,35.04,-89.54
38066,WILLISTON,TN,35.04,-89.54
37860,RUSSELLVILLE,TN,36.25,-83.19
38369,RUTHERFORD,TN,36.12,-88.99
37861,RUTLEDGE,TN,36.27,-83.52
38481,SAINT JOSEPH,TN,35.03,-87.49
38481,ST JOSEPH,TN,35.03,-87.49
37304,BAKEWELL,TN,35.39,-85.11
37304,SALE CREEK,TN,35.39,-85.11
37373,SALE CREEK,TN,35.38,-85.1
37373,BAKEWELL,TN,35.38,-85.1
38370,SALTILLO,TN,35.37,-88.21
38254,SAMBURG,TN,36.38,-89.35
38482,SANTA FE,TN,35.75,-87.16
38371,SARDIS,TN,35.44,-88.29
38067,SAULSBURY,TN,35.04,-89.08
38372,SAVANNAH,TN,35.22,-88.23
38374,SCOTTS HILL,TN,35.51,-88.25
38375,SELMER,TN,35.17,-88.59
38375,LAWTON,TN,35.17,-88.59
37374,SEQUATCHIE,TN,35.19,-85.66
37862,SEVIERVILLE,TN,35.89,-83.57
37862,PIGEON FORGE,TN,35.89,-83.57
37863,PIGEON FORGE,TN,35.79,-83.55
37863,SEVIERVILLE,TN,35.79,-83.55
37864,SEVIERVILLE,TN,35.89,-83.57
37864,PIGEON FORGE,TN,35.89,-83.57
37868,PIGEON FORGE,TN,35.79,-83.55
37868,SEVIERVILLE,TN,35.79,-83.55
37876,SEVIERVILLE,TN,35.89,-83.57
37876,PIGEON FORGE,TN,35.89,-83.57
37876,PITTMAN CENTER,TN,35.89,-83.57
37876,PITTMAN CTR,TN,35.89,-83.57
37375,SEWANEE,TN,35.2,-85.92
37375,SAINT ANDREWS,TN,35.2,-85.92
37383,SEWANEE,TN,35.2,-85.92
37383,UNIVERSITY OF THE SOUTH,TN,35.2,-85.92
37865,SEYMOUR,TN,35.87,-83.77
37688,SHADY VALLEY,TN,36.51,-81.92
38255,SHARON,TN,36.23,-88.82
37866,SHARPS CHAPEL,TN,36.34,-83.8
37160,SHELBYVILLE,TN,35.49,-86.44
37160,ROYAL,TN,35.49,-86.44
37161,SHELBYVILLE,TN,35.49,-86.44
37161,NATIONAL PEN COMPANY,TN,35.49,-86.44
37162,SHELBYVILLE,TN,35.49,-86.44
37376,SHERWOOD,TN,35.06,-85.95
38376,SHILOH,TN,35.11,-88.36
37377,SIGNAL MOUNTAIN,TN,35.13,-85.34
37377,SIGNAL MTN,TN,35.13,-85.34
37377,WALDEN,TN,35.13,-85.34
38582,SILVER POINT,TN,36.09,-85.76
37165,SLAYDEN,TN,36.29,-87.46
37378,SMARTT,TN,35.63,-85.84
37166,SMITHVILLE,TN,35.95,-85.82
37167,SMYRNA,TN,35.98,-86.51
37765,KYLES FORD,TN,36.57,-83.04
37869,SNEEDVILLE,TN,36.53,-83.21
37379,SODDY DAISY,TN,35.26,-85.17
37379,LAKESITE,TN,35.26,-85.17
37379,SODDY-DAISY,TN,35.26,-85.17
37384,SODDY DAISY,TN,35.26,-85.17
38068,SOMERVILLE,TN,35.23,-89.35
38068,MASON,TN,35.23,-89.35
37380,SOUTH PITTSBURG,TN,35.01,-85.71
37380,NEW HOPE,TN,35.01,-85.71
37380,ORME,TN,35.01,-85.71
37380,S PITTSBURG,TN,35.01,-85.71
38583,SPARTA,TN,35.93,-85.47
38583,RAVENSCROFT,TN,35.93,-85.47
38583,RIVERWATCH,TN,35.93,-85.47
37870,SPEEDWELL,TN,36.47,-83.81
38585,SPENCER,TN,35.74,-85.45
37337,GRANDVIEW,TN,35.74,-84.83
37337,GRAND VIEW,TN,35.74,-84.83
37337,SPRING CITY,TN,35.74,-84.83
37381,SPRING CITY,TN,35.68,-84.86
37381,WATTS BAR DAM,TN,35.68,-84.86
38378,SPRING CREEK,TN,35.76,-88.68
37172,SPRINGFIELD,TN,36.49,-86.87
37174,SPRING HILL,TN,35.74,-86.92
38256,SPRINGVILLE,TN,36.25,-88.15
38069,STANTON,TN,35.46,-89.4
38379,STANTONVILLE,TN,35.15,-88.42
37175,STEWART,TN,36.32,-87.89
37871,STRAWBERRY PLAINS,TN,36.06,-83.68
37871,STRAW PLAINS,TN,36.06,-83.68
38380,SUGAR TREE,TN,35.79,-88.02
38483,SUMMERTOWN,TN,35.43,-87.33
37382,SUMMITVILLE,TN,35.54,-85.97
37872,SUNBRIGHT,TN,36.24,-84.67
37872,BURRVILLE,TN,36.24,-84.67
37873,SURGOINSVILLE,TN,36.47,-82.85
37874,SWEETWATER,TN,35.6,-84.46
38488,TAFT,TN,35.05,-86.68
37877,TALBOTT,TN,36.14,-83.4
37879,TAZEWELL,TN,36.45,-83.57
37690,TELFORD,TN,36.24,-82.54
37314,COKER CREEK,TN,35.26,-84.3
37385,TELLICO PLAINS,TN,35.36,-84.29
37385,TELLICO PLNS,TN,35.36,-84.29
37880,TEN MILE,TN,35.66,-84.66
37178,TENNESSEE RIDGE,TN,36.31,-87.76
37178,TENNESSEE RDG,TN,36.31,-87.76
37178,TENN RIDGE,TN,36.31,-87.76
37178,TN RIDGE,TN,36.31,-87.76
37179,THOMPSONS STATION,TN,35.82,-87.01
37179,THOMPSONS STN,TN,35.82,-87.01
37881,THORN HILL,TN,36.35,-83.41
37881,TREADWAY,TN,36.35,-83.41
38070,TIGRETT,TN,35.96,-89.24
38071,TIPTON,TN,35.46,-89.97
38079,TIPTONVILLE,TN,36.37,-89.47
38381,TOONE,TN,35.35,-88.95
37882,TOWNSEND,TN,35.67,-83.75
37387,TRACY CITY,TN,35.25,-85.75
37691,TRADE,TN,36.34,-81.74
38382,TRENTON,TN,35.97,-88.93
38258,TREZEVANT,TN,36.01,-88.62
38259,TRIMBLE,TN,36.2,-89.18
38260,TROY,TN,36.33,-89.16
37388,TULLAHOMA,TN,35.37,-86.2
37388,DICKEL,TN,35.37,-86.2
37389,ARNOLD AFB,TN,35.37,-86.14
37389,TULLAHOMA,TN,35.37,-86.14
37389,ARNOLD AIR FORCE BASE,TN,35.37,-86.14
37391,TURTLETOWN,TN,35.12,-84.35
37692,UNICOI,TN,36.19,-82.35
38261,UNION CITY,TN,36.42,-89.05
38281,UNION CITY,TN,36.42,-89.05
38281,UNION CTY,TN,36.42,-89.05
38281,UNION CY,TN,36.42,-89.05
37180,UNIONVILLE,TN,35.62,-86.59
37181,VANLEER,TN,36.23,-87.44
37394,VIOLA,TN,35.53,-85.86
37885,VONORE,TN,35.59,-84.23
37886,WALLAND,TN,35.72,-83.81
38587,WALLING,TN,35.85,-85.62
37887,WARTBURG,TN,36.1,-84.58
37183,WARTRACE,TN,35.52,-86.33
37848,POWDER SPRINGS,TN,36.24,-83.66
37848,POWDER SPGS,TN,36.24,-83.66
37848,WASHBURN,TN,36.24,-83.66
37888,WASHBURN,TN,36.31,-83.59
37694,WATAUGA,TN,36.36,-82.29
37184,WATERTOWN,TN,36.09,-86.13
37185,WAVERLY,TN,36.09,-87.78
38485,WAYNESBORO,TN,35.32,-87.75
37186,WESTMORELAND,TN,36.56,-86.24
38486,WESTPOINT,TN,35.15,-87.53
38387,WESTPORT,TN,35.88,-88.29
37187,WHITE BLUFF,TN,36.1,-87.21
37188,WHITE HOUSE,TN,36.46,-86.66
37890,WHITE PINE,TN,36.09,-83.29
37890,BANEBERRY,TN,36.09,-83.29
37891,WHITESBURG,TN,36.29,-83.13
37189,WHITES CREEK,TN,36.28,-86.83
37396,WHITESIDE,TN,35.09,-85.39
38075,WHITEVILLE,TN,35.32,-89.14
38075,SOMERVILLE,TN,35.32,-89.14
38588,WHITLEYVILLE,TN,36.48,-85.7
37397,WHITWELL,TN,35.2,-85.51
37397,POWELLS CROSSROADS,TN,35.2,-85.51
37397,POWELLS CRSRD,TN,35.2,-85.51
38589,WILDER,TN,36.26,-85.08
38388,WILDERSVILLE,TN,35.78,-88.36
38388,PARKER CROSSROADS,TN,35.78,-88.36
38388,PARKER XROADS,TN,35.78,-88.36
38476,PRIMM SPRINGS,TN,35.8,-87.25
38487,WILLIAMSPORT,TN,35.64,-87.23
38076,WILLISTON,TN,35.15,-89.37
38076,MOSCOW,TN,35.15,-89.37
38076,OAKLAND,TN,35.15,-89.37
38076,ROSSVILLE,TN,35.15,-89.37
37398,WINCHESTER,TN,35.18,-86.1
37892,WINFIELD,TN,36.56,-84.45
37190,WOODBURY,TN,35.82,-86.07
38271,WOODLAND MILLS,TN,36.47,-89.11
38271,WOODLAND MLS,TN,36.47,-89.11
37191,WOODLAWN,TN,36.5,-87.54
38077,WYNNBURG,TN,36.29,-89.47
38389,YORKVILLE,TN,36.09,-89.11
38390,YUMA,TN,35.86,-88.37
47102,AUSTIN,IN,38.74,-85.81
47104,BETHLEHEM,IN,38.53,-85.41
47601,BOONVILLE,IN,38.04,-87.27
47601,BULLOCKTOWN,IN,38.04,-87.27
47601,DE GONIA,IN,38.04,-87.27
47601,GREENBRIER,IN,38.04,-87.27
47601,MIDWAY,IN,38.04,-87.27
47601,PELZER,IN,38.04,-87.27
47106,BORDEN,IN,38.46,-85.95
47106,STARLIGHT,IN,38.46,-85.95
47107,BRADFORD,IN,38.36,-86.06
47108,CAMPBELLSBURG,IN,38.65,-86.26
47108,LIVONIA,IN,38.65,-86.26
47610,CHANDLER,IN,38.04,-87.36
47111,CHARLESTOWN,IN,38.45,-85.66
47611,CHRISNEY,IN,38.01,-87.03
47112,CORYDON,IN,38.21,-86.12
47114,CRANDALL,IN,38.28,-86.06
47612,CYNTHIANA,IN,38.18,-87.7
47115,DEPAUW,IN,38.33,-86.21
47116,ECKERTY,IN,38.31,-86.61
47613,ELBERFELD,IN,38.16,-87.44
47613,WHEATONVILLE,IN,38.16,-87.44
47647,BUCKSKIN,IN,38.22,-87.43
47117,ELIZABETH,IN,38.12,-85.97
47117,ROSEWOOD,IN,38.12,-85.97
47118,ENGLISH,IN,38.33,-86.46
47118,SULPHUR,IN,38.33,-86.46
47123,GRANTSBURG,IN,38.28,-86.46
47174,SULPHUR,IN,38.23,-86.46
47175,TASWELL,IN,38.33,-86.56
47701,EVANSVILLE,IN,37.98,-87.54
47702,EVANSVILLE,IN,37.98,-87.54
47703,EVANSVILLE,IN,37.98,-87.54
47704,EVANSVILLE,IN,37.98,-87.54
47705,EVANSVILLE,IN,37.98,-87.54
47706,EVANSVILLE,IN,37.98,-87.54
47708,EVANSVILLE,IN,37.98,-87.54
47710,EVANSVILLE,IN,37.98,-87.54
47710,DARMSTADT,IN,37.98,-87.54
47710,NORTH PARK,IN,37.98,-87.54
47711,EVANSVILLE,IN,37.98,-87.54
47711,DARMSTADT,IN,37.98,-87.54
47711,DAYLIGHT,IN,37.98,-87.54
47711,EVANSVILLE DRESS REGIONAL AI,IN,37.98,-87.54
47711,KNIGHT,IN,37.98,-87.54
47711,MCCUTCHANVILLE,IN,37.98,-87.54
47712,EVANSVILLE,IN,37.98,-87.54
47713,EVANSVILLE,IN,37.98,-87.54
47714,EVANSVILLE,IN,37.98,-87.54
47715,EVANSVILLE,IN,37.98,-87.54
47716,EVANSVILLE,IN,37.98,-87.54
47719,EVANSVILLE,IN,37.98,-87.54
47720,EVANSVILLE,IN,37.98,-87.54
47720,DARMSTADT,IN,37.98,-87.54
47721,EVANSVILLE,IN,37.98,-87.54
47721,MEAD JOHNSON CO,IN,37.98,-87.54
47722,EVANSVILLE,IN,37.98,-87.54
47722,UNIVERSITY OF EVANSVILLE,IN,37.98,-87.54
47724,EVANSVILLE,IN,37.98,-87.54
47725,EVANSVILLE,IN,37.98,-87.54
47725,DARMSTADT,IN,37.98,-87.54
47725,DAYLIGHT,IN,37.98,-87.54
47725,EVANSVILLE DRESS REGIONAL AI,IN,37.98,-87.54
47725,MCCUTCHANVILLE,IN,37.98,-87.54
47728,EVANSVILLE,IN,37.98,-87.54
47730,EVANSVILLE,IN,37.98,-87.54
47731,EVANSVILLE,IN,37.98,-87.54
47732,EVANSVILLE,IN,37.98,-87.54
47733,EVANSVILLE,IN,37.98,-87.54
47734,EVANSVILLE,IN,37.98,-87.54
47735,EVANSVILLE,IN,37.98,-87.54
47736,EVANSVILLE,IN,37.98,-87.54
47737,EVANSVILLE,IN,37.98,-87.54
47740,EVANSVILLE,IN,37.98,-87.54
47740,WATERWORKS DEPT,IN,37.98,-87.54
47747,EVANSVILLE,IN,37.98,-87.54
47747,DEACONESS HOSPITAL,IN,37.98,-87.54
47750,EVANSVILLE,IN,37.98,-87.54
47750,SAINT MARYS MEDICAL CENTER,IN,37.98,-87.54
47119,FLOYDS KNOBS,IN,38.31,-85.86
47119,GALENA,IN,38.31,-85.86
47119,NAVILLETON,IN,38.31,-85.86
47614,FOLSOMVILLE,IN,38.14,-87.16
47648,FORT BRANCH,IN,38.24,-87.57
47649,FRANCISCO,IN,38.33,-87.44
47120,FREDERICKSBURG,IN,38.43,-86.18
47120,FREDERICKSBRG,IN,38.43,-86.18
47122,GEORGETOWN,IN,38.29,-85.97
47615,GRANDVIEW,IN,37.93,-86.98
47615,NEWTONVILLE,IN,37.93,-86.98
47124,GREENVILLE,IN,38.37,-85.98
47616,GRIFFIN,IN,38.2,-87.91
47125,HARDINSBURG,IN,38.46,-86.27
47125,REGO,IN,38.46,-86.27
47125,VALEENE,IN,38.46,-86.27
47617,HATFIELD,IN,37.9,-87.22
47639,HAUBSTADT,IN,38.2,-87.57
47639,WARRENTON,IN,38.2,-87.57
47640,HAZLETON,IN,38.48,-87.54
47126,HENRYVILLE,IN,38.53,-85.76
47177,UNDERWOOD,IN,38.59,-85.78
47618,INGLEFIELD,IN,38.09,-87.57
47618,DARMSTADT,IN,38.09,-87.57
47618,EVANSVILLE,IN,38.09,-87.57
47129,CLARKSVILLE,IN,38.31,-85.76
47129,JEFFERSONVILLE,IN,38.31,-85.76
47129,JEFFERSONVLLE,IN,38.31,-85.76
47129,CEMENTVILLE,IN,38.31,-85.76
47129,JEFF,IN,38.31,-85.76
47130,JEFFERSONVILLE,IN,38.3,-85.72
47130,JEFF,IN,38.3,-85.72
47130,JEFFERSONVLLE,IN,38.3,-85.72
47130,UTICA,IN,38.3,-85.72
47130,WATSON,IN,38.3,-85.72
47130,CEMENTVILLE,IN,38.3,-85.72
47131,JEFFERSONVILLE,IN,38.3,-85.72
47131,CLARKSVILLE,IN,38.3,-85.72
47131,JEFFERSONVLLE,IN,38.3,-85.72
47132,JEFFERSONVILLE,IN,38.3,-85.72
47132,JEFFERSONVLLE,IN,38.3,-85.72
47132,BUREAU OF THE CENSUS,IN,38.3,-85.72
47133,JEFFERSONVILLE,IN,38.3,-85.72
47133,JEFFERSONVLLE,IN,38.3,-85.72
47133,BUREAU OF THE CENSUS,IN,38.3,-85.72
47134,JEFFERSONVILLE,IN,38.3,-85.72
47134,JEFFERSONVLLE,IN,38.3,-85.72
47134,BUREAU OF THE CENSUS,IN,38.3,-85.72
47144,JEFFERSONVILLE,IN,38.3,-85.72
47144,JEFFERSONVLLE,IN,38.3,-85.72
47144,AGRICULTURAL CENSUS,IN,38.3,-85.72
47190,JEFFERSONVILLE,IN,38.29,-85.73
47190,JEFFERSONVLLE,IN,38.29,-85.73
47190,BUREAU OF CENSUS DECENNIAL,IN,38.29,-85.73
47199,JEFFERSONVILLE,IN,38.3,-85.72
47199,JEFFERSONVLLE,IN,38.3,-85.72
47199,BUREAU OF CENSUS DECENNIAL,IN,38.3,-85.72
47135,LACONIA,IN,38.03,-86.08
47136,LANESVILLE,IN,38.23,-85.98
47137,LEAVENWORTH,IN,38.2,-86.34
47137,ALTON,IN,38.2,-86.34
47137,CAREFREE,IN,38.2,-86.34
47137,FREDONIA,IN,38.2,-86.34
47138,LEXINGTON,IN,38.65,-85.61
47138,BLOCHER,IN,38.65,-85.61
47139,LITTLE YORK,IN,38.69,-85.9
47619,LYNNVILLE,IN,38.19,-87.31
47654,MACKEY,IN,38.24,-87.39
47140,MARENGO,IN,38.37,-86.34
47140,HOGTOWN,IN,38.37,-86.34
47141,MARYSVILLE,IN,38.58,-85.65
47110,CENTRAL,IN,38.1,-86.15
47110,NEW AMSTERDAM,IN,38.1,-86.15
47142,MAUCKPORT,IN,38.02,-86.2
47143,MEMPHIS,IN,38.48,-85.76
47145,MILLTOWN,IN,38.34,-86.27
47146,MOUNT SAINT FRANCIS,IN,38.35,-85.94
47146,MT ST FRANCIS,IN,38.35,-85.94
47620,MOUNT VERNON,IN,37.93,-87.89
47620,SOLITUDE,IN,37.93,-87.89
47147,NABB,IN,38.61,-85.63
47150,NEW ALBANY,IN,38.3,-85.82
47151,NEW ALBANY,IN,38.3,-85.82
47629,NEWBURGH,IN,37.94,-87.4
47630,NEWBURGH,IN,37.94,-87.4
47630,DAYVILLE,IN,37.94,-87.4
47630,PARADISE,IN,37.94,-87.4
47630,YANKEETOWN,IN,37.94,-87.4
